3.565136932276098 ; 325 ; 219 ; 325;1;261;363;219
7.541286817565512 ; 190 ; 63 ; 190;207;9;309;305;230;224;43;63
3.7490208723825775 ; 369 ; 201 ; 369;0;280;44;40;150;201
4.957925948342701 ; 193 ; 255 ; 193;122;115;171;19;45;296;347;303;246;255
7.066237456034989 ; 236 ; 148 ; 236;240;336;348;287;377;95;191;160;141;40;148
6.331765625953319 ; 29 ; 36 ; 29;220;305;377;18;82;115;36
5.923027058681321 ; 228 ; 67 ; 228;224;235;276;7;85;107;71;121;67
4.481403931423756 ; 165 ; 60 ; 165;143;340;373;126;60
4.71941411845378 ; 102 ; 5 ; 102;214;173;306;331;275;5
8.111860130080718 ; 368 ; 256 ; 368;24;20;74;125;189;163;145;356;334;256
6.478680649214739 ; 238 ; 256 ; 238;235;230;153;89;101;290;373;301;256
4.249567375639258 ; 90 ; 35 ; 90;59;18;14;267;254;223;35
6.617138543751128 ; 177 ; 339 ; 177;196;205;9;28;220;323;339
6.944221183985678 ; 89 ; 185 ; 89;102;87;284;363;220;127;194;193;185
4.939011022092504 ; 232 ; 376 ; 232;329;38;140;183;376
8.300280727443528 ; 97 ; 328 ; 97;365;174;209;192;165;50;242;332;328
6.078572215566698 ; 92 ; 349 ; 92;16;18;135;187;165;29;229;334;349
4.315852128460557 ; 148 ; 247 ; 148;91;261;257;238;247
6.126578820276092 ; 289 ; 171 ; 289;284;8;3;250;306;79;119;68;171
3.943041318748724 ; 338 ; 233 ; 338;236;319;5;24;57;40;30;233
7.574672340986367 ; 205 ; 305 ; 205;188;88;79;261;273;328;305
4.265826937443893 ; 126 ; 353 ; 126;69;71;154;155;148;44;326;256;7;353
5.985116813517276 ; 129 ; 97 ; 129;201;352;256;371;288;97
6.032829805044374 ; 88 ; 205 ; 88;287;295;316;361;36;136;108;205
5.339200136596355 ; 34 ; 81 ; 34;343;255;267;280;292;150;81
4.60421492888456 ; 294 ; 21 ; 294;24;2;75;132;21
8.391562063349378 ; 292 ; 364 ; 292;213;209;109;121;21;281;223;342;270;364
7.7093784385987005 ; 40 ; 348 ; 40;22;173;192;211;81;291;275;348
7.890232842355824 ; 75 ; 63 ; 75;80;211;107;205;191;145;283;5;4;375;63
4.047749445374491 ; 346 ; 242 ; 346;21;133;159;32;252;343;242
6.186339851276314 ; 45 ; 372 ; 45;193;71;18;221;306;372
7.978113517631525 ; 89 ; 134 ; 89;214;185;14;269;317;333;239;220;27;42;134
4.802755039460646 ; 99 ; 251 ; 99;105;168;167;307;251
5.7603130863351 ; 315 ; 232 ; 315;291;16;80;127;152;162;35;360;232
6.6456098287688325 ; 273 ; 344 ; 273;105;113;60;24;348;347;250;344
6.277557785972077 ; 154 ; 289 ; 154;39;170;75;91;377;253;301;282;289
5.935131160897998 ; 44 ; 365 ; 44;349;357;34;176;80;292;352;3;365
6.470725083151668 ; 115 ; 266 ; 115;205;197;196;152;40;237;294;375;308;266
6.546359144490947 ; 361 ; 302 ; 361;351;42;172;197;208;11;281;345;302
4.465641006319412 ; 184 ; 103 ; 184;172;154;51;95;103
5.107102345012379 ; 32 ; 171 ; 32;360;19;102;104;163;132;171
7.786977303939764 ; 17 ; 159 ; 17;293;24;315;310;7;375;108;180;190;159
5.511211661777901 ; 318 ; 221 ; 318;331;362;315;376;16;145;168;219;221
7.053557678062756 ; 77 ; 183 ; 77;82;21;4;275;310;222;220;157;104;183
4.285252108998527 ; 217 ; 105 ; 217;329;15;95;86;213;105
5.158991990270659 ; 286 ; 135 ; 286;270;326;226;229;63;67;129;135
8.314967003433837 ; 219 ; 79 ; 219;264;287;11;14;90;189;115;212;79
7.997515570556202 ; 342 ; 270 ; 342;300;167;145;164;206;98;217;258;264;270
5.080078662585904 ; 181 ; 282 ; 181;56;12;227;344;323;338;282
1.7981205941013831 ; 45 ; 56 ; 45;30;294;217;56
6.186589010908771 ; 66 ; 13 ; 66;152;158;362;242;244;4;368;91;13
5.413443740857359 ; 107 ; 287 ; 107;77;81;100;230;300;365;287
6.019791433039755 ; 359 ; 375 ; 359;243;25;47;68;179;195;73;98;375
5.800839236642694 ; 279 ; 282 ; 279;303;319;361;25;31;36;157;180;182;282
7.522145065987838 ; 178 ; 273 ; 178;186;149;204;86;287;235;321;257;277;273
5.12976033077393 ; 176 ; 186 ; 176;224;318;372;186
6.158012422228571 ; 65 ; 322 ; 65;206;88;15;14;48;139;38;40;319;322
6.540050712696165 ; 315 ; 360 ; 315;314;254;323;333;69;117;115;358;360
6.067007557909418 ; 89 ; 260 ; 89;211;168;360;248;339;297;296;260
4.412638170325826 ; 368 ; 59 ; 368;308;327;331;355;26;158;178;59
6.581506256286568 ; 4 ; 267 ; 4;51;87;196;167;252;267
4.70141530118425 ; 287 ; 193 ; 287;337;245;165;178;193
6.471158450905743 ; 275 ; 319 ; 275;274;280;15;204;141;315;319
3.6695493512621797 ; 212 ; 235 ; 212;75;217;32;26;315;235
6.310229451841188 ; 321 ; 137 ; 321;243;336;318;307;367;286;284;113;67;137
5.193464189654922 ; 18 ; 305 ; 18;128;29;222;223;282;364;366;0;261;305
5.319449363178704 ; 312 ; 46 ; 312;31;19;107;147;46
5.369926175228238 ; 216 ; 325 ; 216;64;218;340;345;376;264;325
