3.3946557322364836 ; 81 ; 38 ; 81;74;91;102;3;38
2.209645363067094 ; 4 ; 151 ; 4;156;148;115;109;151
2.6735244998633387 ; 41 ; 100 ; 41;8;181;45;96;100
2.6875272285006893 ; 140 ; 190 ; 140;123;92;218;190
3.026595914069709 ; 196 ; 79 ; 196;43;184;156;212;79
4.4073482265964365 ; 111 ; 108 ; 111;120;201;95;76;49;22;177;196;108
3.285631698235813 ; 157 ; 132 ; 157;160;166;17;24;197;94;139;140;132
1.9440667154088007 ; 20 ; 40 ; 20;158;53;54;48;28;27;40
2.6255400058450937 ; 53 ; 64 ; 53;191;185;62;64
2.3936011446756624 ; 53 ; 150 ; 53;86;27;42;201;160;174;150
2.75802906514512 ; 20 ; 174 ; 20;216;213;42;150;161;160;174
3.55508855032597 ; 82 ; 44 ; 82;49;50;218;15;6;194;122;133;44
3.6358673911508532 ; 15 ; 209 ; 15;68;134;140;209
3.1981839313033547 ; 202 ; 8 ; 202;106;127;142;90;75;60;34;8
3.2987417098021865 ; 64 ; 139 ; 64;58;80;215;23;169;139
2.727028410709606 ; 145 ; 151 ; 145;93;52;32;57;210;17;10;8;151
3.408255394149222 ; 187 ; 190 ; 187;10;14;69;73;8;6;1;190
2.9324316644353865 ; 105 ; 28 ; 105;131;103;45;46;49;35;219;13;19;28
2.9310581590223177 ; 50 ; 111 ; 50;81;204;209;53;39;197;134;111
3.572043953335715 ; 99 ; 20 ; 99;130;122;110;196;1;211;20
3.2673694677438396 ; 115 ; 60 ; 115;141;106;149;173;153;22;80;84;60
3.5923002297024342 ; 71 ; 131 ; 71;208;204;163;188;140;141;114;131
2.192360494838553 ; 213 ; 143 ; 213;20;59;48;93;143
2.958488519411024 ; 5 ; 64 ; 5;154;141;205;64
3.3242227668975928 ; 82 ; 47 ; 82;37;216;160;116;47
3.2950360654114497 ; 198 ; 144 ; 198;14;151;183;144
3.303129916155274 ; 127 ; 170 ; 127;144;146;43;94;51;30;26;218;192;167;170
2.8158738664062235 ; 117 ; 7 ; 117;63;68;69;5;7
4.5287587953814255 ; 3 ; 9 ; 3;159;116;131;145;101;81;215;49;72;23;9
4.040294940842446 ; 92 ; 111 ; 92;73;22;25;178;188;194;100;106;120;111
2.0846563227021817 ; 203 ; 72 ; 203;105;146;147;48;72
3.970032118182556 ; 79 ; 106 ; 79;23;70;218;14;156;167;40;202;106
4.351927777360742 ; 43 ; 78 ; 43;128;170;186;13;83;76;75;78
3.085232207935831 ; 166 ; 91 ; 166;155;7;36;121;131;91
2.3038048124364803 ; 168 ; 5 ; 168;158;75;49;5
2.850266422861581 ; 34 ; 199 ; 34;81;169;102;199
4.271495182223229 ; 2 ; 12 ; 2;181;165;126;89;209;12
3.5002541765743356 ; 178 ; 196 ; 178;216;21;86;44;136;196
4.936471776268253 ; 121 ; 35 ; 121;111;125;142;104;171;187;4;217;214;30;35
2.4935419796304132 ; 71 ; 33 ; 71;87;129;36;33
2.3206883683416786 ; 14 ; 36 ; 14;180;186;53;36
1.6246587921983804 ; 203 ; 125 ; 203;88;48;37;44;146;125
4.8198707067995565 ; 76 ; 28 ; 76;61;115;108;174;0;2;24;28
3.461060106856698 ; 172 ; 130 ; 172;184;164;150;8;56;59;146;142;112;111;130
3.807110178904273 ; 175 ; 73 ; 175;149;114;205;28;26;32;31;12;212;61;73
3.3260749150946056 ; 82 ; 32 ; 82;76;115;217;32
1.5900170832663791 ; 89 ; 87 ; 89;90;32;65;87
1.953651128799665 ; 16 ; 40 ; 16;55;4;148;40
3.3358072190306647 ; 174 ; 19 ; 174;147;201;96;208;212;71;20;12;9;19
3.2654157967904887 ; 76 ; 174 ; 76;85;58;45;113;132;150;166;174
4.03282081503256 ; 11 ; 49 ; 11;12;182;198;145;95;78;59;49
3.4077017418967688 ; 97 ; 123 ; 97;202;78;81;52;186;123
3.140096633592945 ; 67 ; 154 ; 67;64;83;205;103;184;181;154
4.416304910345611 ; 58 ; 79 ; 58;86;29;12;165;130;133;117;41;47;89;79
3.144701584742869 ; 24 ; 147 ; 24;8;5;96;117;147
5.1466780444269675 ; 122 ; 129 ; 122;111;138;48;210;65;12;165;185;182;173;129
4.367294386853184 ; 198 ; 114 ; 198;193;157;0;29;212;206;142;129;113;114
3.5523804678109934 ; 1 ; 195 ; 1;187;211;47;202;45;195
3.4392909728979264 ; 136 ; 156 ; 136;116;130;103;204;51;211;213;62;17;156
1.7863798067193042 ; 15 ; 113 ; 15;67;7;199;113
3.317758779802972 ; 6 ; 122 ; 6;181;30;143;122
3.8764318755491245 ; 72 ; 110 ; 72;217;155;2;36;24;92;204;107;134;110
3.2306212011413304 ; 108 ; 161 ; 108;124;98;204;50;71;69;10;168;161
4.250823748229603 ; 124 ; 117 ; 124;90;218;217;156;190;188;117
2.55729772980147 ; 31 ; 137 ; 31;24;41;164;171;145;137
3.5044150953800006 ; 126 ; 147 ; 126;111;146;47;15;182;147
2.5910649989135712 ; 196 ; 188 ; 196;105;97;46;57;156;167;188
3.414747047936779 ; 56 ; 21 ; 56;33;87;130;43;192;150;17;21
2.865004828815995 ; 124 ; 209 ; 124;130;107;139;101;165;16;68;209
4.791699259939937 ; 40 ; 36 ; 40;105;126;141;185;158;9;14;81;84;36
3.663674215311322 ; 165 ; 120 ; 165;180;186;193;1;67;120
4.1095492059009135 ; 151 ; 44 ; 151;189;164;3;15;217;36;27;143;128;44
3.4620367872263387 ; 198 ; 170 ; 198;125;144;141;25;219;6;150;159;162;170
2.601309302788817 ; 10 ; 144 ; 10;71;8;158;124;144
1.650703887379682 ; 175 ; 25 ; 175;152;197;41;84;37;25
2.964007751092481 ; 115 ; 95 ; 115;138;101;102;18;50;83;90;95
3.349790770051578 ; 46 ; 94 ; 46;45;136;122;129;7;10;29;85;205;93;94
4.2826728536799115 ; 75 ; 105 ; 75;83;28;37;63;179;187;167;117;105
3.702766019852578 ; 54 ; 43 ; 54;61;22;30;4;140;46;43
4.035788242062918 ; 205 ; 69 ; 205;89;95;134;130;129;173;10;32;58;63;69
3.7386816724885468 ; 108 ; 11 ; 108;138;139;145;81;164;185;159;154;11
3.7655193631769315 ; 151 ; 97 ; 151;169;150;13;54;198;127;124;128;97
4.491521125999361 ; 94 ; 79 ; 94;201;122;124;146;191;151;68;211;92;215;79
3.891858760247667 ; 43 ; 154 ; 43;102;139;52;86;34;35;183;154
3.4042283189820908 ; 132 ; 152 ; 132;131;92;87;81;7;149;186;191;160;159;152
4.032727906023272 ; 160 ; 34 ; 160;187;154;117;104;48;75;26;27;34
2.802540095609869 ; 125 ; 50 ; 125;133;112;45;89;90;34;218;50
1.7228521068431804 ; 195 ; 116 ; 195;53;26;132;116
2.1651375441549625 ; 39 ; 112 ; 39;80;81;195;141;112
4.6620615717615035 ; 114 ; 116 ; 114;44;38;212;19;155;177;103;104;128;116
5.4310660311521906 ; 134 ; 147 ; 134;116;215;208;71;24;218;178;174;170;197;147
4.5192300713069855 ; 63 ; 76 ; 63;65;62;55;13;171;200;110;76
4.0001474128044805 ; 16 ; 117 ; 16;17;6;1;169;38;31;36;53;215;117
3.2991239940283865 ; 91 ; 0 ; 91;49;128;105;198;175;0
2.0472638334846005 ; 38 ; 140 ; 38;25;19;7;140
4.274756691984653 ; 185 ; 64 ; 185;191;1;136;107;215;58;64
2.606866535559206 ; 173 ; 151 ; 173;102;94;54;27;151
4.457463763328004 ; 99 ; 51 ; 99;96;104;184;70;90;215;51
2.5674302109407208 ; 106 ; 80 ; 106;203;190;28;80
1.9018790057776416 ; 98 ; 91 ; 98;132;113;46;91
4.690741248301043 ; 45 ; 71 ; 45;46;142;124;43;182;187;37;212;209;71
3.823443737420029 ; 84 ; 105 ; 84;33;48;87;206;203;45;177;126;124;120;105
4.355886330620814 ; 201 ; 117 ; 201;97;74;86;49;41;181;131;117
2.941889412451123 ; 32 ; 51 ; 32;184;12;19;51
2.6761678526745047 ; 52 ; 33 ; 52;78;94;148;1;62;57;33
3.637884848150409 ; 60 ; 151 ; 60;59;47;88;206;203;120;134;196;0;151
1.4401827908001477 ; 32 ; 79 ; 32;57;65;61;208;79
3.059405515075025 ; 39 ; 25 ; 39;111;152;160;6;17;25
4.3967101232230315 ; 110 ; 139 ; 110;105;179;152;74;83;139
2.697347376729817 ; 196 ; 52 ; 196;131;200;12;52
2.282977054269417 ; 115 ; 49 ; 115;167;155;9;49
3.319260332820956 ; 81 ; 138 ; 81;93;75;218;8;155;152;141;126;138
4.72629787820088 ; 69 ; 116 ; 69;19;211;49;37;14;219;9;5;179;104;116
